07:47:53.902 [MissionAirdrop] An airdrop is heading towards "Georgstown" (pos=<4522.000000, 0.000000, 4370.000000> type=Random_Georgstown) with a ExpansionAirdropContainer_Military
11:21:27.796 [Market] Player "Morningstar1980" (id=83imqfZkH-LpiTXHx7j8zism8xnbt8wuFtwNyuJW7Fw=) has sold snafu_saint_gun x1 at the trader "Weapons (Mirek [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "The Hill" (pos=<7529.135742, 89.198120, 4610.044922>) and got 5212.
11:21:36.890 [Market] Player "Morningstar1980" (id=83imqfZkH-LpiTXHx7j8zism8xnbt8wuFtwNyuJW7Fw=) has send a requested to sell snafuthompsonmk2 x1 at the trader "Weapons (Mirek [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "The Hill" (pos=<7529.135742, 89.198120, 4610.044922>).
11:21:37.003 [Market] Player "Morningstar1980" (id=83imqfZkH-LpiTXHx7j8zism8xnbt8wuFtwNyuJW7Fw=) has sold snafuthompsonmk2 x1 at the trader "Weapons (Mirek [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "The Hill" (pos=<7529.135742, 89.198120, 4610.044922>) and got 1837.
11:21:47.082 [Market] Player "Morningstar1980" (id=83imqfZkH-LpiTXHx7j8zism8xnbt8wuFtwNyuJW7Fw=) has send a requested to sell snafu_pkp_nblack_gun x2 at the trader "Weapons (Mirek [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "The Hill" (pos=<7529.135742, 89.198120, 4610.044922>).
11:21:47.183 [Market] Player "Morningstar1980" (id=83imqfZkH-LpiTXHx7j8zism8xnbt8wuFtwNyuJW7Fw=) has sold snafu_pkp_nblack_gun x2 at the trader "Weapons (Mirek [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "The Hill" (pos=<7529.135742, 89.198120, 4610.044922>) and got 8424.
11:21:53.109 [Market] Player "Morningstar1980" (id=83imqfZkH-LpiTXHx7j8zism8xnbt8wuFtwNyuJW7Fw=) has send a requested to sell aa12_gun x1 at the trader "Weapons (Mirek [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "The Hill" (pos=<7529.135742, 89.198120, 4610.044922>).
11:21:53.250 [Market] Player "Morningstar1980" (id=83imqfZkH-LpiTXHx7j8zism8xnbt8wuFtwNyuJW7Fw=) has sold aa12_gun x1 at the trader "Weapons (Mirek [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "The Hill" (pos=<7529.135742, 89.198120, 4610.044922>) and got 1425.
11:22:02.125 [Market] Player "Morningstar1980" (id=83imqfZkH-LpiTXHx7j8zism8xnbt8wuFtwNyuJW7Fw=) has send a requested to sell snafu_as50_gun x1 at the trader "Weapons (Mirek [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "The Hill" (pos=<7529.135742, 89.198120, 4610.044922>).
11:22:02.226 [Market] Player "Morningstar1980" (id=83imqfZkH-LpiTXHx7j8zism8xnbt8wuFtwNyuJW7Fw=) has sold snafu_as50_gun x1 at the trader "Weapons (Mirek [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "The Hill" (pos=<7529.135742, 89.198120, 4610.044922>) and got 5625.
11:22:06.765 [Market] Player "Morningstar1980" (id=83imqfZkH-LpiTXHx7j8zism8xnbt8wuFtwNyuJW7Fw=) has send a requested to sell snafum98b_atac_gun x1 at the trader "Weapons (Mirek [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "The Hill" (pos=<7529.135742, 89.198120, 4610.044922>).
11:22:06.894 [Market] Player "Morningstar1980" (id=83imqfZkH-LpiTXHx7j8zism8xnbt8wuFtwNyuJW7Fw=) has sold snafum98b_atac_gun x1 at the trader "Weapons (Mirek [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "The Hill" (pos=<7529.135742, 89.198120, 4610.044922>) and got 8437.
11:22:10.156 [Market] Player "Morningstar1980" (id=83imqfZkH-LpiTXHx7j8zism8xnbt8wuFtwNyuJW7Fw=) has send a requested to sell snafu_m300tan x1 at the trader "Weapons (Mirek [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "The Hill" (pos=<7529.135742, 89.198120, 4610.044922>).
11:22:10.261 [Market] Player "Morningstar1980" (id=83imqfZkH-LpiTXHx7j8zism8xnbt8wuFtwNyuJW7Fw=) has sold snafu_m300tan x1 at the trader "Weapons (Mirek [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "The Hill" (pos=<7529.135742, 89.198120, 4610.044922>) and got 8662.
11:22:13.902 [Market] Player "Morningstar1980" (id=83imqfZkH-LpiTXHx7j8zism8xnbt8wuFtwNyuJW7Fw=) has send a requested to sell snafut5000_dkmcc_gun x1 at the trader "Weapons (Mirek [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "The Hill" (pos=<7529.135742, 89.198120, 4610.044922>).
11:22:13.984 [Market] Player "Morningstar1980" (id=83imqfZkH-LpiTXHx7j8zism8xnbt8wuFtwNyuJW7Fw=) has sold snafut5000_dkmcc_gun x1 at the trader "Weapons (Mirek [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "The Hill" (pos=<7529.135742, 89.198120, 4610.044922>) and got 5700.
11:22:17.648 [Market] Player "Morningstar1980" (id=83imqfZkH-LpiTXHx7j8zism8xnbt8wuFtwNyuJW7Fw=) has send a requested to sell snafugevar_black x1 at the trader "Weapons (Mirek [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "The Hill" (pos=<7529.135742, 89.198120, 4610.044922>).
11:22:17.742 [Market] Player "Morningstar1980" (id=83imqfZkH-LpiTXHx7j8zism8xnbt8wuFtwNyuJW7Fw=) has sold snafugevar_black x1 at the trader "Weapons (Mirek [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "The Hill" (pos=<7529.135742, 89.198120, 4610.044922>) and got 2812.
11:22:22.804 [Market] Player "Morningstar1980" (id=83imqfZkH-LpiTXHx7j8zism8xnbt8wuFtwNyuJW7Fw=) has send a requested to sell snafugm6lynx x1 at the trader "Weapons (Mirek [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "The Hill" (pos=<7529.135742, 89.198120, 4610.044922>).
11:22:22.898 [Market] Player "Morningstar1980" (id=83imqfZkH-LpiTXHx7j8zism8xnbt8wuFtwNyuJW7Fw=) has sold snafugm6lynx x1 at the trader "Weapons (Mirek [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "The Hill" (pos=<7529.135742, 89.198120, 4610.044922>) and got 5625.
11:22:35.023 [Market] Player "Morningstar1980" (id=83imqfZkH-LpiTXHx7j8zism8xnbt8wuFtwNyuJW7Fw=) has send a requested to sell gcgn_m200 x1 at the trader "Weapons (Mirek [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "The Hill" (pos=<7529.135742, 89.198120, 4610.044922>).
11:22:35.105 [Market] Player "Morningstar1980" (id=83imqfZkH-LpiTXHx7j8zism8xnbt8wuFtwNyuJW7Fw=) has sold gcgn_m200 x1 at the trader "Weapons (Mirek [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "The Hill" (pos=<7529.135742, 89.198120, 4610.044922>) and got 11250.
11:22:38.156 [Market] Player "Morningstar1980" (id=83imqfZkH-LpiTXHx7j8zism8xnbt8wuFtwNyuJW7Fw=) has send a requested to sell snafu_m200green x1 at the trader "Weapons (Mirek [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "The Hill" (pos=<7529.135742, 89.198120, 4610.044922>).
11:22:38.257 [Market] Player "Morningstar1980" (id=83imqfZkH-LpiTXHx7j8zism8xnbt8wuFtwNyuJW7Fw=) has sold snafu_m200green x1 at the trader "Weapons (Mirek [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "The Hill" (pos=<7529.135742, 89.198120, 4610.044922>) and got 11250.
11:22:41.812 [Market] Player "Morningstar1980" (id=83imqfZkH-LpiTXHx7j8zism8xnbt8wuFtwNyuJW7Fw=) has send a requested to sell gcgn_m200_tan x1 at the trader "Weapons (Mirek [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "The Hill" (pos=<7529.135742, 89.198120, 4610.044922>).
11:22:41.917 [Market] Player "Morningstar1980" (id=83imqfZkH-LpiTXHx7j8zism8xnbt8wuFtwNyuJW7Fw=) has sold gcgn_m200_tan x1 at the trader "Weapons (Mirek [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "The Hill" (pos=<7529.135742, 89.198120, 4610.044922>) and got 6225.
11:22:46.238 [Market] Player "Morningstar1980" (id=83imqfZkH-LpiTXHx7j8zism8xnbt8wuFtwNyuJW7Fw=) has send a requested to sell snafuax50_gun x1 at the trader "Weapons (Mirek [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "The Hill" (pos=<7529.135742, 89.198120, 4610.044922>).
11:22:46.339 [Market] Player "Morningstar1980" (id=83imqfZkH-LpiTXHx7j8zism8xnbt8wuFtwNyuJW7Fw=) has sold snafuax50_gun x1 at the trader "Weapons (Mirek [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "The Hill" (pos=<7529.135742, 89.198120, 4610.044922>) and got 11475.
11:22:50.476 [Market] Player "Morningstar1980" (id=83imqfZkH-LpiTXHx7j8zism8xnbt8wuFtwNyuJW7Fw=) has send a requested to sell snafutac21 x1 at the trader "Weapons (Mirek [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "The Hill" (pos=<7529.135742, 89.198120, 4610.044922>).
11:22:50.562 [Market] Player "Morningstar1980" (id=83imqfZkH-LpiTXHx7j8zism8xnbt8wuFtwNyuJW7Fw=) has sold snafutac21 x1 at the trader "Weapons (Mirek [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "The Hill" (pos=<7529.135742, 89.198120, 4610.044922>) and got 5700.
11:23:06.316 [Market] Player "Morningstar1980" (id=83imqfZkH-LpiTXHx7j8zism8xnbt8wuFtwNyuJW7Fw=) has send a requested to sell snafukivaari_grey_gun x1 at the trader "Weapons (Mirek [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "The Hill" (pos=<7529.135742, 89.198120, 4610.044922>).
11:23:06.417 [Market] Player "Morningstar1980" (id=83imqfZkH-LpiTXHx7j8zism8xnbt8wuFtwNyuJW7Fw=) has sold snafukivaari_grey_gun x1 at the trader "Weapons (Mirek [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "The Hill" (pos=<7529.135742, 89.198120, 4610.044922>) and got 9142.
11:23:17.113 [Market] Player "Morningstar1980" (id=83imqfZkH-LpiTXHx7j8zism8xnbt8wuFtwNyuJW7Fw=) has send a requested to sell snafukivaari_black_gun x2 at the trader "Weapons (Mirek [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "The Hill" (pos=<7529.135742, 89.198120, 4610.044922>).
11:23:17.199 [Market] Player "Morningstar1980" (id=83imqfZkH-LpiTXHx7j8zism8xnbt8wuFtwNyuJW7Fw=) has sold snafukivaari_black_gun x2 at the trader "Weapons (Mirek [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "The Hill" (pos=<7529.135742, 89.198120, 4610.044922>) and got 17550.
11:23:21.121 [Market] Player "Morningstar1980" (id=83imqfZkH-LpiTXHx7j8zism8xnbt8wuFtwNyuJW7Fw=) has send a requested to sell gcgn_m110_green x2 at the trader "Weapons (Mirek [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "The Hill" (pos=<7529.135742, 89.198120, 4610.044922>).
11:23:21.269 [Market] Player "Morningstar1980" (id=83imqfZkH-LpiTXHx7j8zism8xnbt8wuFtwNyuJW7Fw=) has sold gcgn_m110_green x2 at the trader "Weapons (Mirek [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "The Hill" (pos=<7529.135742, 89.198120, 4610.044922>) and got 9601.
11:23:29.421 [Market] Player "Morningstar1980" (id=83imqfZkH-LpiTXHx7j8zism8xnbt8wuFtwNyuJW7Fw=) has send a requested to sell snafuhoneybadger_tan x1 at the trader "Weapons (Mirek [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "The Hill" (pos=<7529.135742, 89.198120, 4610.044922>).
11:23:29.515 [Market] Player "Morningstar1980" (id=83imqfZkH-LpiTXHx7j8zism8xnbt8wuFtwNyuJW7Fw=) has sold snafuhoneybadger_tan x1 at the trader "Weapons (Mirek [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "The Hill" (pos=<7529.135742, 89.198120, 4610.044922>) and got 562.
11:23:32.304 [Market] Player "Morningstar1980" (id=83imqfZkH-LpiTXHx7j8zism8xnbt8wuFtwNyuJW7Fw=) has send a requested to sell snafukh9 x1 at the trader "Weapons (Mirek [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "The Hill" (pos=<7529.135742, 89.198120, 4610.044922>).
11:23:32.441 [Market] Player "Morningstar1980" (id=83imqfZkH-LpiTXHx7j8zism8xnbt8wuFtwNyuJW7Fw=) has sold snafukh9 x1 at the trader "Weapons (Mirek [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "The Hill" (pos=<7529.135742, 89.198120, 4610.044922>) and got 1068.
11:25:45.902 [Market] Player "Morningstar1980" (id=83imqfZkH-LpiTXHx7j8zism8xnbt8wuFtwNyuJW7Fw=) has send a requested to sell snafuash12 x1 at the trader "Weapons (Mirek [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "The Hill" (pos=<7529.135742, 89.198120, 4610.044922>).
11:25:46.015 [Market] Player "Morningstar1980" (id=83imqfZkH-LpiTXHx7j8zism8xnbt8wuFtwNyuJW7Fw=) has sold snafuash12 x1 at the trader "Weapons (Mirek [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "The Hill" (pos=<7529.135742, 89.198120, 4610.044922>) and got 5347.
11:28:10.492 [Market] Player "Morningstar1980" (id=83imqfZkH-LpiTXHx7j8zism8xnbt8wuFtwNyuJW7Fw=) has send a requested to sell snafuar15_spr_black_gun x1 at the trader "Weapons (Mirek [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "The Hill" (pos=<7529.135742, 89.198120, 4610.044922>).
11:28:10.585 [Market] Player "Morningstar1980" (id=83imqfZkH-LpiTXHx7j8zism8xnbt8wuFtwNyuJW7Fw=) has sold snafuar15_spr_black_gun x1 at the trader "Weapons (Mirek [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "The Hill" (pos=<7529.135742, 89.198120, 4610.044922>) and got 7275.
11:28:15.460 [Market] Player "Morningstar1980" (id=83imqfZkH-LpiTXHx7j8zism8xnbt8wuFtwNyuJW7Fw=) has send a requested to sell snafu_adar_modular16_gun x2 at the trader "Weapons (Mirek [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "The Hill" (pos=<7529.135742, 89.198120, 4610.044922>).
11:28:15.562 [Market] Player "Morningstar1980" (id=83imqfZkH-LpiTXHx7j8zism8xnbt8wuFtwNyuJW7Fw=) has sold snafu_adar_modular16_gun x2 at the trader "Weapons (Mirek [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "The Hill" (pos=<7529.135742, 89.198120, 4610.044922>) and got 9787.
11:28:20.613 [Market] Player "Morningstar1980" (id=83imqfZkH-LpiTXHx7j8zism8xnbt8wuFtwNyuJW7Fw=) has send a requested to sell snafutar21_black x1 at the trader "Weapons (Mirek [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "The Hill" (pos=<7529.135742, 89.198120, 4610.044922>).
11:28:20.714 [Market] Player "Morningstar1980" (id=83imqfZkH-LpiTXHx7j8zism8xnbt8wuFtwNyuJW7Fw=) has sold snafutar21_black x1 at the trader "Weapons (Mirek [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "The Hill" (pos=<7529.135742, 89.198120, 4610.044922>) and got 5242.
11:28:24.339 [Market] Player "Morningstar1980" (id=83imqfZkH-LpiTXHx7j8zism8xnbt8wuFtwNyuJW7Fw=) has send a requested to sell snafu_mk4716gun x1 at the trader "Weapons (Mirek [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "The Hill" (pos=<7529.135742, 89.198120, 4610.044922>).
11:28:24.421 [Market] Player "Morningstar1980" (id=83imqfZkH-LpiTXHx7j8zism8xnbt8wuFtwNyuJW7Fw=) has sold snafu_mk4716gun x1 at the trader "Weapons (Mirek [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "The Hill" (pos=<7529.135742, 89.198120, 4610.044922>) and got 2034.
11:28:32.421 [Market] Player "Morningstar1980" (id=83imqfZkH-LpiTXHx7j8zism8xnbt8wuFtwNyuJW7Fw=) has send a requested to sell sn_m870 x1 at the trader "Weapons (Mirek [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "The Hill" (pos=<7529.135742, 89.198120, 4610.044922>).
11:28:32.523 [Market] Player "Morningstar1980" (id=83imqfZkH-LpiTXHx7j8zism8xnbt8wuFtwNyuJW7Fw=) has sold sn_m870 x1 at the trader "Weapons (Mirek [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "The Hill" (pos=<7529.135742, 89.198120, 4610.044922>) and got 1425.
11:28:41.457 [Market] Player "Morningstar1980" (id=83imqfZkH-LpiTXHx7j8zism8xnbt8wuFtwNyuJW7Fw=) has send a requested to sell snafum98b_digi_gun x2 at the trader "Weapons (Mirek [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "The Hill" (pos=<7529.135742, 89.198120, 4610.044922>).
11:28:41.554 [Market] Player "Morningstar1980" (id=83imqfZkH-LpiTXHx7j8zism8xnbt8wuFtwNyuJW7Fw=) has sold snafum98b_digi_gun x2 at the trader "Weapons (Mirek [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "The Hill" (pos=<7529.135742, 89.198120, 4610.044922>) and got 18059.
11:28:44.882 [Market] Player "Morningstar1980" (id=83imqfZkH-LpiTXHx7j8zism8xnbt8wuFtwNyuJW7Fw=) has send a requested to sell snafut5000_dkmcc_gun x1 at the trader "Weapons (Mirek [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "The Hill" (pos=<7529.135742, 89.198120, 4610.044922>).
